,Recipe,step-1,trange-1,step-2,trange-2,step-3,trange-3,step-4,trange-4,step-5,trange-5,step-6,trange-6,step-7,trange-7,step-8,trange-8,step-9,trange-9,step-10,trange-10,step-11,trange-11,step-12,trange-12,step-13,trange-13,step-14,trange-14,step-15,trange-15,step-16,trange-16,step-17,trange-17,step-18,trange-18,step-19,trange-19,step-20,trange-20,step-21,trange-21,step-22,trange-22,step-23,trange-23,step-24,trange-24,step-25,trange-25,step-26,trange-26,step-27,trange-27,step-28,trange-28,step-29,trange-29,step-30,trange-30,step-31,trange-31,step-32,trange-32,step-33,trange-33,step-34,trange-34,step-35,trange-35,step-36,trange-36,step-37,trange-37,step-38,trange-38,step-39,trange-39,step-40,trange-40,step-41,trange-41,step-42,trange-42,step-43,trange-43,step-44,trange-44,step-45,trange-45,step-46,trange-46,step-47,trange-47,step-48,trange-48,step-49,trange-49,step-50,trange-50,step-51,trange-51,step-52,trange-52
2137,lasagna-stuffed-peppers,preheat oven to 350˚f (180˚c).,"-1,-1",cut the top off of each pepper and remove the seeds.,"1,41",transfer to a square baking dish.,"42,57","bake for 20 minutes, to soften.","58,64","heat 2 tablespoons of oil in a large pot, or dutch oven, over medium high heat.","-1,-1","add the onion and garlic, cook until softened.","65,93","add the ground beef, sausage, salt, and pepper.","94,123",cook until the meat has browned on all sides.,"124,145",add the diced tomatoes and tomato sauce.,"147,195",bring the mixture to a light simmer.,"196,206","simmer for 5-10 minutes, remove from heat and set aside.","207,214","in a small bowl, combine ricotta, parmesan, basil, and egg.","215,257","mix together with a fork, set aside.","258,288","remove the peppers from the oven, drain any excess water that accumulated inside.","318,324",cut the lasagna noodles into quarters and set aside.,"289,317",assemble the lasagna in each pepper.,"325,337","alternate 2 tablespoons of sauce, 1 lasagna noodle, 2 tablespoons ricotta mixture, and 1 lasagna noodle until the peppers are full.","338,381",top with mozzarella cheese.,"382,395","bake in preheated oven for 20-25 minutes, until the cheese is melted and slightly browned.","396,409",rest for 10 minutes before serving.,"410,417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,lasagne-roll-ups,brown off the minced beef in a pan then add the onions.,"1,46","cook this through for a minute or so then add the tomatoes, garlic, oregano and basil, then season with a little bit of salt and a good bit of pepper.","47,94",stir it all together and allow to simmer for a few minutes until the sauce has reduced slightly and everything is cooked well then set aside.,"95,125","in a mixing bowl, add the ricotta, grated mozzarella, parmesan, parsley and egg.","126,169",season with salt and pepper.,"170,179",mix this all up until it’s well combined.,"180,195",preheat oven to 180°c (350°f) gas mark 4.,"-1,-1",cut the lasagne sheets in half length ways and put them onto a baking tray.,"197,232","put a few tablespoons of the tomato and beef mixture all the way down the sheet, leaving a bit of space on each end to help when you roll it.","233,253","don’t overfill this here, otherwise it’ll get messy!","-1,-1",place a layer of the cheese mixture on top of the beef mixture in the same way.,"254,268","roll the lasagne sheets up to form little cylinders full of lovely stuff, if the filling spills out, just shove it back in.","269,297",top each roll-up with another tablespoon of both the beef and cheese then sprinkle a tablespoon of parmesan over all of it.,"298,328",bake in the centre of the pre-heated oven for 12-15 minutes until the cheese mixture on top has browned slightly.,"329,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,lavender-infused-honey,"pour the honey into a medium, heavy saucepan and place over medium heat.","38,48",be sure to use a large enough pot because the honey can easily boil over.,"-1,-1",add in the dried lavender and let the honey come to a boil.,"49,66","let the honey boil for about 5 minutes to let the lavender infuse, then remove from the heat.","67,82",pour the honey through a mesh sieve into a heat-proof container.,"83,108","allow the honey to cool, uncovered, until room temperature, at least 1 hour.","109,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,lavender-latte,steep the lavender in the hot water for 7 minutes.,"3,64",froth the milk by adding it to a resealable jar.,"-1,-1",shake vigorously until many bubbles form.,"-1,-1","then, microwave the milk for 45 seconds to 1 minute, which will help create stable bubbles.","-1,-1","remove the lavender, then stir in the agave and frothed milk.","65,118","top with more lavender, if desired.","119,167","nutrition, per serving - calories: 89, total fat: 2 grams, sodium: 69 mg, total carb: 18 grams, dietary fiber: 0 gram, sugars: 6 grams, protein: 4 grams","-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,lavender-london-fog,steep the tea and lavender in the hot water for 7 minutes.,"5,119",froth the milk by adding it to a resealable jar.,"-1,-1",shake vigorously until many bubbles form.,"-1,-1","then, microwave the milk for 45 seconds to 1 minute, which will help create stable bubbles.","-1,-1","remove the tea, then stir in the frothed milk, vanilla, and agave.","120,226","dust with a bit of cinnamon, if desired.","227,237","nutrition, per serving - calories: 93, total fat: 2 grams, sodium: 69 mg, total carb: 14 grams, dietary fiber: 0 gram, sugars: 6 grams, protein: 4 grams","-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,layered-dip,in a large saucepan heat the oil.,"17,26","add the shallot and garlic and sauté until tender, 3 to 5 minutes.","27,63",add the black beans and mash until smooth.,"64,116","season with ground cumin, cayenne pepper, salt, and black pepper.","117,179",spread the bean mixture in an even layer over the bottom of a 9-inch (25-cm) clear glass dish.,"180,220","in a medium bowl, stir together the sour cream and lime juice and season with salt.","224,271",spread the sour cream mixture over the bean layer.,"272,311","in another medium bowl, mash together the avocados, lime juice and zest, and season with salt.","312,382",spread the avocado mixture over the sour cream layer.,"383,421","sprinkle with the cheese, tomatoes, olives, scallions, and cilantro.","422,531",serve with tortilla chips and hot sauce.,"532,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,layered-strawberry-cream-puff-cake-mille-feuille,"in a microwave-safe bowl, whisk the yolks and sugar until pale in color.","11,35",add cornstarch and whisk well.,"36,50",add the vanilla extract and milk.,"51,71",whisk until well combined.,"72,84","loosely cover the bowl with plastic wrap and microwave for 4 minutes, stirring halfway through.","85,100",remove plastic and stir.,"101,131",cover with a plastic wrap and chill at least 30 minutes.,"132,135",cut the thawed puff pastry into three equal-sized rectangles.,"136,162",pierce each piece of puff pastry with a fork.,"163,184",heat a nonstick pan over low heat.,"-1,-1",place the puff pastry in the pan and cook for 10 minutes.,"185,208","flip the puff pastry sheets, and place a lid on the top of the pan.","209,237",cook for 10 minutes.,"238,242",remove the lid and sprinkle 1 teaspoon of sugar on sheet of puff pastry.,"243,289",flip the pastry over so that the sugared side is on the bottom.,"290,302",bring the heat up to high.,"-1,-1",place a piece of parchment paper over the puff pastry and weigh it down with another pan.,"303,327","once the surface is caramelized, about 1-2 minutes, remove from the heat and let cool to room temperature on a cooling rack.","336,350",place the custard in a piping bag fitting with an large round tip.,"-1,-1",pipe the custard on one sheet of puff pastry.,"351,369","top with a layer of sliced strawberries, then pipe another row of custard.","370,383","top with another sheet of puff pastry, custard, sliced strawberries, custard, and the remaining puff pastry sheet.","384,405",dust the top with powdered sugar.,"406,417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,lebanese-batata-maqlieh,"make the garlic sauce: add the garlic and salt to a food processor and process until completely smooth, scraping down the sides of the bowl as needed.","1,22","with the processor running, slowly pour in ½ cup (120 ml) of olive oil and continue to process until smooth and creamy.","23,34",the mixture should begin to thicken as the oil emulsifies with the garlic.,"-1,-1","pour in 2 tablespoons of lemon juice, while continuing to process, so that the lemon juice incorporates completely and the mixture does not separate.","35,47",add the remaining olive oil and 2 tablespoons lemon juice and process until very smooth.,"48,81",transfer the sauce to a small bowl.,"-1,-1",serve the fries with the garlic sauce and sprinkle with parsley.,"82,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,leftover-cheesy-bacon-rice-croquettes,"in a medium bowl, combine rice, bacon, mozzarella cheese, parmesan cheese, 1 cup (115 g) bread crumbs, and eggs, and mix well.","1,149","dip your hands into a bowl of water, then grab a handful of the rice and firmly press into a ball.","150,180",coat the rice balls in the remaining bread crumbs.,"181,203",preheat oil in a pot to 350˚f (170˚c).,"-1,-1",fry the rice balls for 3 - 5 minutes or until golden brown.,"204,224","transfer to a paper towel-lined plate to drain, sprinkle with salt.","225,252",we recommend serving with marinara sauce.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,leftover-curry-chicken-cheesy-balls,combine the rice with 2 tablespoons of curry sauce.,"18,90","mix in the flour, cheese, 1 egg yolk, and pepper.","91,143","roll into balls, make a well in the middle and place in some curry chicken.","144,206",secure the ball by rolling it in your hands again.,"207,221","coat in the flour, egg yolk, breadcrumbs, then egg yolk, then breadcrumbs again.","222,291",heat the oil in a pan to 160°c (325°f).,"-1,-1","fry the arancini for a few minutes, until golden brown.","292,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,leftover-easter-chocolate-tart,pre-heat the oven to 150°c/300°f.,"-1,-1",gently melt the chocolate and butter together over a bain-marie.,"1,76","once combined, take off the heat.","77,83","stir in the eggs, egg yolks and sugar.","84,141",fold in the flour.,"142,174",pour into the tart shell.,"175,217",bake for 15 minutes.,"218,228","meanwhile, prepare the meringue by whisking the egg whites with an electric hand whisk.","229,255","once foamy, gradually add in the sugar, followed by the vanilla and vinegar.","256,297",whisk until stiff peaks form.,"298,305",spoon on top of the chocolate tart.,"350,401",bake for 30 minutes.,"402,449",cut into slices and serve.,"450,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,leftover-halloween-candy-bottom-cheesecake,preheat the oven to 350˚f (180˚c).,"-1,-1",grease a 9-inch (23 cm) springform pan with cooking spray.,"-1,-1","make the cookie base: chop the candy into bite-size pieces, then transfer to a medium bowl and set aside.","9,36","in a large bowl, whisk together the brown sugar and granulated sugar.","37,62",add the butter and cream with an electric hand mixer until fluffy.,"63,104","add the egg, vanilla, salt, and baking soda and mix with a rubber spatula to combine.","105,161","fold in the flour just until smooth, then add the candy pieces and fold to incorporate.","162,231",transfer the dough to the prepared springform pan and pat down in an even layer.,"232,294",refrigerate until ready to use.,"-1,-1","make the cheesecake filling: in a large bowl, combine the cream cheese and sugar.","303,321",beat with an electric hand mixer until smooth.,"322,348","add the salt, vanilla, and eggs and beat to combine.","349,428",pour the filling over the chilled base and smooth the top.,"429,473","bake 35-40 minutes, until the sides are golden but the center still jiggles slightly.","-1,-1",let cool to room temperature.,"-1,-1",drizzle chocolate syrup in a spiral pattern over the cheesecake.,"483,514","using a toothpick, draw lines outward from the center to create a spiderweb pattern.","515,534","un-mold the cheesecake, then slice and serve.","535,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,leftover-turkey-sandwich,"in a medium bowl, stir together the onion, vinegar, lemon juice, and 2 teaspoons of the mustard.","20,50",season with salt and pepper and set aside for 10 minutes.,"51,84","begin to add the olive oil drop by drop, whisking constantly, until the mixture is emulsified.","85,109",add the dill and stir to combine.,"110,130",transfer 3 tablespoons of the vinaigrette to another medium bowl and whisk the sour cream into the remaining vinaigrette.,"131,177",add the chopped turkey and mix to combine.,"178,210",gently toss the lettuce leaves in the reserved dressing.,"211,242",spread four slices of the bread with ½ teaspoon mustard each.,"243,259","divide the turkey between all four slices and top with the sliced cheese, dressed lettuce leaves, and the remaining bread slices.","260,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,leftover-turkey-stuffed-squash,preheat oven to 400°f (200°c).,"-1,-1","using a sharp knife, slice off the top and bottom of an acorn squash to create flat surfaces.","1,18",slice the squash in half and scoop out the seeds with a spoon.,"19,45",place the squash halves on a baking sheet lined with parchment paper.,"46,54",drizzle the squash with olive oil and sprinkle with salt and pepper.,"55,81","bake for 40 minutes, until the squash is tender and easily pierced with a paring knife.","82,93",then heat the oil in a large skillet over medium-high heat.,"94,104","toss in the onion, carrot, celery, salt, pepper, and rosemary and sauté until the vegetables are completely tender, about 8 minutes.","105,172","sprinkle in the garlic and sauté until fragrant, about 1 minute.","173,194",pour in the turkey leftovers and stir the mixture so that everything is evenly mixed.,"195,218",pour the mixture into a large bowl and let it cool about 5 minutes.,"219,240",crack in the eggs and mix so that everything is evenly coated.,"241,267",spoon the turkey mixture into the squash halves.,"268,279","bake for 20 minutes, until the turkey mixture has browned slightly.","280,294",serve and enjoy!,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
